chrom	length	bases	mean	min	max
scaffold_1	2175785	153616115	70.60	0	268
scaffold_1_region	2175785	153616115	70.60	0	268
scaffold_2	1611863	105321258	65.34	0	259
scaffold_2_region	1611863	105321258	65.34	0	259
scaffold_3	1471132	101330503	68.88	0	1011
scaffold_3_region	1471132	101330503	68.88	0	1011
scaffold_4	1468900	97929307	66.67	0	747
scaffold_4_region	1468900	97929307	66.67	0	747
scaffold_5	1396382	94542676	67.71	0	534
scaffold_5_region	1396382	94542676	67.71	0	534
scaffold_6	1286126	87224381	67.82	0	17670
scaffold_6_region	1286126	87224381	67.82	0	17670
scaffold_7	1265705	87385956	69.04	0	671
scaffold_7_region	1265705	87385956	69.04	0	671
scaffold_8	1247722	82449986	66.08	0	253
scaffold_8_region	1247722	82449986	66.08	0	253
scaffold_9	1034445	67266098	65.03	0	786
scaffold_9_region	1034445	67266098	65.03	0	786
scaffold_10	987275	68353018	69.23	0	687
scaffold_10_region	987275	68353018	69.23	0	687
scaffold_11	955579	64418519	67.41	0	1739
scaffold_11_region	955579	64418519	67.41	0	1739
scaffold_12	827188	58532342	70.76	0	363
scaffold_12_region	827188	58532342	70.76	0	363
scaffold_13	811507	57704188	71.11	0	233
scaffold_13_region	811507	57704188	71.11	0	233
scaffold_14	764887	51404232	67.21	0	400
scaffold_14_region	764887	51404232	67.21	0	400
scaffold_15	699649	45594110	65.17	0	167
scaffold_15_region	699649	45594110	65.17	0	167
scaffold_16	665637	43102525	64.75	0	600
scaffold_16_region	665637	43102525	64.75	0	600
scaffold_17	654850	43776431	66.85	0	142
scaffold_17_region	654850	43776431	66.85	0	142
scaffold_18	642743	42377504	65.93	0	7320
scaffold_18_region	642743	42377504	65.93	0	7320
scaffold_19	278999	18106635	64.90	0	120
scaffold_19_region	278999	18106635	64.90	0	120
scaffold_20	105456	14707399	139.46	0	348
scaffold_20_region	105456	14707399	139.46	0	348
scaffold_21	87937	127989383	1455.47	0	2884
scaffold_21_region	87937	127989383	1455.47	0	2884
scaffold_22	56127	9951551	177.30	0	366
scaffold_22_region	56127	9951551	177.30	0	366
scaffold_23	53108	9094948	171.25	0	1766
scaffold_23_region	53108	9094948	171.25	0	1766
total	20549002	1532179065	74.56	0	17670
total_region	20549002	1532179065	74.56	0	17670
