chrom	length	bases	mean	min	max
scaffold_1	2175785	347001442	159.48	0	501
scaffold_1_region	2175785	347001442	159.48	0	501
scaffold_2	1611863	250193667	155.22	0	737
scaffold_2_region	1611863	250193667	155.22	0	737
scaffold_3	1471132	234987798	159.73	0	3374
scaffold_3_region	1471132	234987798	159.73	0	3374
scaffold_4	1468900	224847182	153.07	0	668
scaffold_4_region	1468900	224847182	153.07	0	668
scaffold_5	1396382	211647485	151.57	0	477
scaffold_5_region	1396382	211647485	151.57	0	477
scaffold_6	1286126	197408097	153.49	0	35287
scaffold_6_region	1286126	197408097	153.49	0	35287
scaffold_7	1265705	200985909	158.79	0	656
scaffold_7_region	1265705	200985909	158.79	0	656
scaffold_8	1247722	188222801	150.85	0	990
scaffold_8_region	1247722	188222801	150.85	0	990
scaffold_9	1034445	159699058	154.38	0	577
scaffold_9_region	1034445	159699058	154.38	0	577
scaffold_10	987275	154488996	156.48	0	1085
scaffold_10_region	987275	154488996	156.48	0	1085
scaffold_11	955579	143558885	150.23	0	3366
scaffold_11_region	955579	143558885	150.23	0	3366
scaffold_12	827188	129694857	156.79	0	734
scaffold_12_region	827188	129694857	156.79	0	734
scaffold_13	811507	131260564	161.75	0	436
scaffold_13_region	811507	131260564	161.75	0	436
scaffold_14	764887	117991956	154.26	0	515
scaffold_14_region	764887	117991956	154.26	0	515
scaffold_15	699649	104675339	149.61	0	512
scaffold_15_region	699649	104675339	149.61	0	512
scaffold_16	665637	93903074	141.07	0	458
scaffold_16_region	665637	93903074	141.07	0	458
scaffold_17	654850	99821215	152.43	0	332
scaffold_17_region	654850	99821215	152.43	0	332
scaffold_18	642743	107616687	167.43	0	10760
scaffold_18_region	642743	107616687	167.43	0	10760
scaffold_19	278999	43924441	157.44	0	349
scaffold_19_region	278999	43924441	157.44	0	349
scaffold_20	105456	34994441	331.84	0	810
scaffold_20_region	105456	34994441	331.84	0	810
scaffold_21	87937	123014313	1398.89	0	2670
scaffold_21_region	87937	123014313	1398.89	0	2670
scaffold_22	56127	23723157	422.67	0	766
scaffold_22_region	56127	23723157	422.67	0	766
scaffold_23	53108	23156761	436.03	0	3350
scaffold_23_region	53108	23156761	436.03	0	3350
total	20549002	3346818125	162.87	0	35287
total_region	20549002	3346818125	162.87	0	35287
