chrom	length	bases	mean	min	max
scaffold_1	2175785	240505343	110.54	0	411
scaffold_1_region	2175785	240505343	110.54	0	411
scaffold_2	1611863	173716071	107.77	0	430
scaffold_2_region	1611863	173716071	107.77	0	430
scaffold_3	1471132	165057250	112.20	0	2439
scaffold_3_region	1471132	165057250	112.20	0	2439
scaffold_4	1468900	156632035	106.63	0	588
scaffold_4_region	1468900	156632035	106.63	0	588
scaffold_5	1396382	146116431	104.64	0	349
scaffold_5_region	1396382	146116431	104.64	0	349
scaffold_6	1286126	137288142	106.75	0	18385
scaffold_6_region	1286126	137288142	106.75	0	18385
scaffold_7	1265705	139551975	110.26	0	459
scaffold_7_region	1265705	139551975	110.26	0	459
scaffold_8	1247722	133614333	107.09	0	751
scaffold_8_region	1247722	133614333	107.09	0	751
scaffold_9	1034445	112303018	108.56	0	451
scaffold_9_region	1034445	112303018	108.56	0	451
scaffold_10	987275	109063605	110.47	0	629
scaffold_10_region	987275	109063605	110.47	0	629
scaffold_11	955579	103769101	108.59	0	1706
scaffold_11_region	955579	103769101	108.59	0	1706
scaffold_12	827188	91479386	110.59	0	504
scaffold_12_region	827188	91479386	110.59	0	504
scaffold_13	811507	90740034	111.82	0	291
scaffold_13_region	811507	90740034	111.82	0	291
scaffold_14	764887	83101579	108.65	0	369
scaffold_14_region	764887	83101579	108.65	0	369
scaffold_15	699649	74893394	107.04	0	435
scaffold_15_region	699649	74893394	107.04	0	435
scaffold_16	665637	67637969	101.61	0	339
scaffold_16_region	665637	67637969	101.61	0	339
scaffold_17	654850	70733209	108.01	0	241
scaffold_17_region	654850	70733209	108.01	0	241
scaffold_18	642743	74699717	116.22	0	6068
scaffold_18_region	642743	74699717	116.22	0	6068
scaffold_19	278999	31132355	111.59	0	226
scaffold_19_region	278999	31132355	111.59	0	226
scaffold_20	105456	23048547	218.56	0	579
scaffold_20_region	105456	23048547	218.56	0	579
scaffold_21	87937	73611244	837.09	0	1648
scaffold_21_region	87937	73611244	837.09	0	1648
scaffold_22	56127	15585360	277.68	0	497
scaffold_22_region	56127	15585360	277.68	0	497
scaffold_23	53108	15296660	288.03	0	2327
scaffold_23_region	53108	15296660	288.03	0	2327
total	20549002	2329576758	113.37	0	18385
total_region	20549002	2329576758	113.37	0	18385
